w_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,createdate
090034175001000,6,1,4,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,1,0,0,0,0,3,3,0,1,4,0,3,3,0,1,4,0,1,4,0,1,0,1,20190825
090034175001003,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,20190825
090034175001014,6,2,4,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,6,0,0,0,0,0,6,0,0,1,3,0,4,2,5,0,0,0,1,6,0,0,0,0,20190825
090034175001015,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,20190825
090034175001017,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,2,1,0,0,0,3,0,0,0,0,3,3,0,0,0,0,20190825
090034175002010,3,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,2,1,0,3,0,2,1,0,0,0,3,0,0,0,0,20190825
090034175003001,8,4,4,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,1,0,0,2,2,7,1,7,0,0,0,1,7,0,0,0,1,20190825
090034175003003,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,20190825
090034175003005,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,2,1,2,0,0,0,0,3,0,0,0,3,0,20190825
090034175003013,15,2,10,3,9,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,14,0,0,1,0,0,15,0,2,3,6,2,6,9,0,0,1,0,14,15,0,0,0,0,20190825
090034175003016,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,20190825
090034175003018,12,0,10,2,2,4,6,0,0,0,5,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,5,4,3,7,5,0,0,0,1,11,7,0,0,0,5,20190825
090034175003019,13,4,7,2,2,1,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,1,2,6,11,2,0,0,0,0,13,13,0,0,0,0,20190825
090034175003020,24,9,10,5,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,19,4,0,1,0,0,21,3,2,4,4,5,12,12,0,0,0,0,24,2,0,0,0,22,20190825
090034175003023,15,0,7,8,1,3,11,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,14,1,3,4,2,6,8,7,0,1,0,2,12,3,0,0,0,12,20190825
090034175003024,6,4,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,4,2,1,0,1,0,0,6,0,0,0,0,6,6,0,0,0,0,20190825
090034175003025,56,29,22,5,21,25,10,0,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,29,0,0,46,8,0,1,0,1,40,16,2,13,10,2,28,28,0,0,0,16,40,15,0,16,0,25,20190825
090034204001000,22,2,15,5,2,0,20,0,0,6,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,2,0,2,0,0,22,0,2,5,4,9,12,10,0,0,2,3,17,22,0,0,0,0,20190825
090034204001001,61,14,34,13,3,31,27,0,0,0,0,8,9,43,0,1,0,0,0,0,0,0,0,0,0,0,0,51,7,0,1,0,2,57,4,7,21,8,11,28,33,0,43,0,9,9,9,43,7,0,2,20190825
090034204001002,27,4,12,11,6,12,9,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,26,1,2,9,6,6,12,15,0,0,0,1,26,25,1,0,0,1,20190825
090034204001004,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,20190825
090034204001006,372,78,177,117,28,70,274,0,0,0,124,179,56,0,0,1,12,0,0,0,0,0,0,0,0,0,0,313,20,0,34,0,5,342,30,35,73,84,102,291,81,1,2,1,29,339,53,75,66,7,171,20190825
090034204001007,50,8,20,22,4,6,40,0,0,0,0,0,11,0,0,0,23,0,12,0,4,0,0,0,0,0,0,50,0,0,0,0,0,48,2,3,6,10,23,30,20,0,0,0,2,48,13,0,0,1,36,20190825
090034204001008,208,33,97,78,23,26,159,0,0,0,2,164,0,5,23,0,0,0,0,0,0,0,14,0,0,0,0,184,11,0,9,0,4,189,19,18,56,56,45,130,78,0,0,0,1,207,25,0,18,165,0,20190825
090034204001011,524,65,275,184,27,140,357,0,0,0,0,423,0,0,49,0,0,0,0,0,52,0,0,0,0,0,0,457,27,3,30,1,6,417,107,69,148,146,96,284,240,2,0,0,10,512,18,30,61,0,415,20190825
090034204001015,3,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,3,0,1,1,1,0,2,1,0,0,0,0,3,3,0,0,0,0,20190825
090034204002003,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,20190825
090034204002004,367,80,220,67,43,104,220,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,356,0,0,0,0,296,61,0,5,0,5,312,55,30,51,97,109,86,281,0,0,0,1,366,8,0,0,3,356,20190825
090034204002006,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,20190825
090034204002018,275,45,146,84,23,36,216,0,0,0,115,11,0,0,0,0,0,0,115,0,28,0,6,0,0,0,0,261,12,0,1,0,1,260,15,22,65,62,81,209,66,0,8,1,0,266,20,1,226,1,27,20190825
090034204002019,6,2,4,0,5,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,6,0,0,1,0,3,6,0,0,3,0,0,3,6,0,0,0,0,20190825
090034204002022,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,20190825
090034204002025,15,3,5,7,3,9,3,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,0,0,12,3,0,5,6,1,15,0,0,0,0,0,15,15,0,0,0,0,20190825
090034205001000,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,3,0,0,3,0,0,0,0,20190825
090034205001001,8,1,3,4,2,5,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,8,0,0,4,1,2,4,4,0,0,0,3,5,8,0,0,0,0,20190825
090034205001002,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,20190825
090034205001004,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,2,0,2,0,0,0,0,20190825
090034205001007,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,20190825
090034205001008,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,20190825
090034205001011,5,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,2,0,0,5,0,0,0,0,5,5,0,0,0,0,20190825
090034205001016,14,4,8,2,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,1,0,0,0,0,12,2,1,4,1,4,1,13,0,0,0,0,14,0,0,0,0,14,20190825
090034205001018,429,60,255,114,42,141,246,0,0,0,136,81,129,15,9,0,0,4,0,0,4,0,25,0,0,26,0,378,38,1,3,1,8,356,73,51,133,110,75,316,113,1,3,8,11,406,87,54,202,58,28,20190825
090034205001020,12,1,8,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10,2,0,0,0,0,10,2,3,3,2,3,5,7,0,9,0,1,2,9,0,0,0,3,20190825
090034205001022,14,0,13,1,6,2,6,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,12,2,2,8,2,2,10,4,0,0,0,4,10,14,0,0,0,0,20190825
090034205001023,31,5,19,7,9,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,28,3,0,0,0,0,27,4,4,4,13,5,4,27,0,0,0,0,31,0,31,0,0,0,20190825
090034205001029,12,2,8,2,0,6,6,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,2,3,5,0,9,3,0,0,0,4,8,12,0,0,0,0,20190825
090034205002000,39,10,19,10,8,18,13,0,0,0,3,0,26,1,0,0,0,0,4,0,0,5,0,0,0,0,0,37,2,0,0,0,0,36,3,2,6,10,11,25,14,0,4,0,0,35,37,0,0,0,2,20190825
090034205002001,26,2,16,8,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,21,4,0,0,0,1,19,7,2,8,8,6,22,4,0,0,0,0,26,0,0,0,0,26,20190825
090034205002002,87,20,48,19,9,41,37,0,0,0,0,26,0,1,0,0,0,0,45,0,0,0,3,0,0,12,0,78,3,0,6,0,0,81,6,5,18,26,18,62,25,1,0,0,0,86,40,45,0,0,2,20190825
090034205002004,14,2,9,3,5,6,3,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,2,0,0,12,2,1,4,4,3,12,2,2,0,1,0,11,14,0,0,0,0,20190825
090034205002005,57,13,26,18,10,23,24,0,0,0,0,50,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,40,14,0,2,0,1,48,9,11,16,11,6,43,14,0,0,0,3,54,12,39,0,6,0,20190825
090034205002010,236,39,110,87,111,87,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,235,0,0,0,0,187,46,0,3,0,0,216,20,30,64,51,52,15,221,0,0,0,233,3,0,0,234,0,2,20190825
090034205002012,311,70,161,80,29,100,182,0,0,0,161,12,35,0,53,0,0,0,9,0,3,8,22,0,0,8,0,279,25,0,2,2,3,280,31,33,77,75,56,227,84,2,0,14,16,279,176,57,9,0,69,20190825
090034205002014,18,9,5,4,4,11,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,2,0,17,1,0,0,0,0,17,1,2,2,3,2,5,13,0,0,1,0,17,2,13,0,0,3,20190825
090034205002015,18,2,14,2,4,5,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,2,0,18,0,0,0,0,0,18,0,0,4,8,4,6,12,0,0,0,2,16,15,0,0,0,3,20190825
090034205002016,28,12,13,3,6,17,5,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,26,2,0,0,0,0,27,1,2,8,5,1,9,19,0,0,0,6,22,12,16,0,0,0,20190825
090034205002017,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,20190825
090034205003000,365,106,184,75,51,116,198,0,0,0,220,35,56,11,0,0,4,0,18,0,8,0,0,0,4,9,0,323,26,1,6,1,8,313,52,34,82,84,59,257,108,9,6,9,22,319,130,3,47,0,185,20190825
090034205003003,39,9,22,8,4,18,17,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,1,35,4,3,10,8,9,32,7,0,0,0,0,39,0,39,0,0,0,20190825
090034205003005,43,14,19,10,11,22,10,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,37,0,0,40,1,0,2,0,0,34,9,5,6,6,12,19,24,0,0,1,6,36,9,32,2,0,0,20190825
090034205003008,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,1,1,0,2,0,1,0,0,1,0,2,0,0,0,0,20190825
090034205003009,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,20190825
090034205003011,26,8,14,4,2,9,15,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,26,0,0,0,0,0,26,0,2,3,10,3,18,8,4,0,0,0,22,26,0,0,0,0,20190825
090034205003012,11,6,4,1,5,6,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,1,0,0,10,1,0,1,2,2,7,4,4,0,0,2,5,5,0,5,0,1,20190825
090034205003015,6,2,1,3,4,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,2,1,1,4,2,0,0,0,0,6,6,0,0,0,0,20190825
090034205003018,97,21,54,22,11,24,62,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,94,0,1,0,0,2,92,5,9,24,25,18,83,14,2,31,0,0,64,20,31,46,0,0,20190825
090034205003021,6,0,3,3,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,2,0,2,2,5,1,0,0,0,0,6,6,0,0,0,0,20190825
090034205004000,35,21,14,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,14,18,0,0,0,3,20,15,7,0,6,1,9,26,0,0,0,35,0,0,35,0,0,0,20190825
090034205004001,9,6,3,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,3,0,0,0,0,8,1,0,2,0,1,0,9,0,0,0,0,9,9,0,0,0,0,20190825
090034205004002,138,59,66,13,56,27,55,0,0,0,16,2,38,0,0,0,0,0,0,0,0,0,12,0,70,0,0,123,7,1,0,0,7,114,24,15,26,20,18,69,69,7,36,0,58,37,19,96,0,0,23,20190825
090034205004003,25,8,9,8,12,9,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,15,4,0,16,1,0,8,0,0,23,2,2,3,4,8,12,13,0,0,0,15,10,23,0,2,0,0,20190825
090034205004004,10,3,5,2,1,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,9,1,1,2,3,1,7,3,0,0,0,0,10,10,0,0,0,0,20190825
090034205004005,33,11,16,6,10,14,9,0,0,0,1,0,0,0,0,0,2,1,8,0,0,0,1,0,18,2,0,28,3,0,2,0,0,29,4,5,8,4,5,18,15,0,2,5,4,22,29,0,1,0,3,20190825
090034205004006,129,29,75,25,47,40,42,0,0,0,0,2,0,1,0,0,38,1,1,0,50,4,10,0,17,5,0,112,13,1,3,0,0,123,6,8,25,38,29,45,84,1,1,43,12,72,86,32,2,0,9,20190825
090034205004007,15,2,11,2,3,4,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,15,0,0,0,0,0,14,1,1,3,5,4,1,14,0,0,0,11,4,14,0,0,0,1,20190825
090034205004008,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,20190825
090034205004009,92,41,25,26,50,30,12,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,22,7,0,87,3,0,2,0,0,84,8,5,12,17,17,39,53,1,0,0,2,89,13,0,72,0,7,20190825
090034205004010,4,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,1,4,0,0,1,1,2,0,4,0,0,0,0,4,4,0,0,0,0,20190825
090034205004012,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,1,0,2,2,0,0,0,0,2,0,0,0,0,20190825
090034205004014,20,6,8,6,6,8,6,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,4,0,0,0,0,20,0,0,0,0,0,18,2,0,5,2,7,8,12,0,0,0,14,6,6,0,0,13,1,20190825
090034205004017,90,23,33,34,52,22,16,0,0,0,0,0,0,1,0,0,0,0,0,0,59,0,6,0,0,24,0,79,10,0,0,0,1,81,9,6,18,19,24,35,55,0,0,0,0,90,8,0,55,0,27,20190825
090034205004018,8,1,4,3,3,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,7,1,2,0,4,1,1,7,0,0,0,0,8,1,0,0,0,7,20190825
090034205004021,51,1,19,31,8,19,24,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,50,1,3,10,26,11,40,11,1,0,0,0,50,0,50,0,0,1,20190825
090034205004024,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,20190825
090034206001001,137,55,54,28,75,32,30,0,0,0,0,21,0,10,0,0,3,0,0,0,0,31,21,0,49,2,0,129,4,0,1,0,3,124,13,11,27,22,22,58,79,12,14,0,15,96,95,32,0,0,10,20190825
090034206001002,16,5,7,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,13,1,0,0,0,2,13,3,3,3,3,2,8,8,1,0,0,1,14,16,0,0,0,0,20190825
090034206001003,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,0,20190825
090034206001004,462,210,202,50,242,139,81,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,216,0,0,230,0,365,77,1,9,0,10,376,86,32,64,98,58,120,342,2,1,0,0,459,18,0,2,0,442,20190825
090034206001012,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,20190825
090034206001013,260,67,141,52,59,65,136,0,0,0,13,0,0,34,0,0,18,0,18,0,109,5,20,0,30,13,0,222,20,0,14,0,4,224,36,22,50,57,64,144,116,2,15,5,22,216,67,25,111,0,57,20190825
090034206001016,12,1,8,3,1,4,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,1,0,4,6,1,10,2,0,0,0,0,12,9,0,0,0,3,20190825
090034206001018,51,17,27,7,6,24,21,0,0,0,24,13,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,0,1,40,11,7,12,6,9,42,9,0,0,8,0,43,35,0,1,0,15,20190825
090034206001019,29,8,14,7,9,8,12,0,0,0,0,0,0,0,0,0,6,0,19,0,2,0,2,0,0,0,0,28,1,0,0,0,0,28,1,2,2,8,9,7,22,0,0,0,0,29,1,0,6,0,22,20190825
090034206001020,38,6,16,16,7,14,17,0,0,0,0,8,0,0,0,0,21,0,3,0,0,0,0,0,5,1,0,36,2,0,0,0,0,31,7,5,9,10,8,17,21,0,0,0,4,34,15,0,2,0,21,20190825
090034206001022,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090034206001023,30,4,12,14,9,18,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,14,0,0,0,0,25,2,0,2,1,0,28,2,3,10,7,6,12,18,14,0,0,0,16,30,0,0,0,0,20190825
090034206002000,8,2,3,3,1,2,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,0,0,0,0,0,7,1,1,2,1,2,7,1,0,0,2,0,6,5,0,3,0,0,20190825
090034206002003,30,6,12,12,4,14,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,2,30,0,3,10,4,7,21,9,0,0,0,0,30,29,0,0,0,1,20190825
090034206002004,150,22,80,48,9,44,97,0,0,0,74,26,23,22,0,0,0,0,0,0,0,0,0,0,0,5,0,144,4,0,0,0,2,138,12,8,36,43,41,118,32,0,0,1,0,149,41,98,1,0,10,20190825
090034206002006,111,37,48,26,42,32,37,0,0,0,14,17,5,3,0,10,0,0,21,0,20,0,0,0,9,12,0,101,6,1,1,0,2,95,16,10,24,23,17,45,66,3,2,0,28,78,70,9,4,9,19,20190825
090034206002008,151,75,61,15,54,72,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,135,11,0,1,0,4,125,26,11,24,26,15,71,80,1,2,0,1,147,0,1,148,0,2,20190825
090034206002009,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,2,0,2,0,0,0,0,20190825
090034206002015,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,2,20190825
090034206002016,59,28,20,11,29,20,10,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,46,0,0,57,1,0,1,0,0,54,5,2,13,9,7,23,36,1,0,0,45,13,12,45,0,0,2,20190825
090034206003000,11,1,7,3,5,5,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,9,2,3,3,2,2,9,2,0,3,0,0,8,9,0,0,0,2,20190825
090034206003001,41,8,23,10,9,4,28,0,0,0,21,0,0,5,0,0,0,0,14,0,0,0,0,0,1,0,0,39,0,0,1,0,1,33,8,4,11,10,8,20,21,0,0,0,25,16,18,23,0,0,0,20190825
090034206003002,21,0,9,12,11,8,2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,1,0,0,21,0,3,3,8,7,16,5,1,0,0,0,20,1,18,0,0,2,20190825
090034206003003,191,31,115,45,14,47,130,0,0,0,3,31,40,0,0,0,86,1,0,0,0,0,28,0,0,2,0,158,15,1,13,0,4,169,22,15,38,43,64,92,99,0,5,2,22,162,29,49,1,0,112,20190825
090034206003006,24,3,16,5,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,22,0,0,2,0,0,19,5,2,3,7,9,3,21,0,0,0,0,24,0,0,0,1,23,20190825
090034206003009,20,6,8,6,5,11,4,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,9,0,0,16,4,1,6,4,3,11,9,0,0,0,0,20,20,0,0,0,0,20190825
090034206003010,14,4,8,2,6,4,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,1,0,14,0,0,0,0,0,14,0,1,5,4,0,7,7,0,0,0,0,14,14,0,0,0,0,20190825
090034206003012,66,17,33,16,5,19,42,0,0,0,0,0,53,0,0,0,0,0,5,0,0,0,0,0,0,8,0,62,3,0,1,0,0,59,7,4,13,18,14,43,23,0,1,0,0,65,14,0,0,0,52,20190825
090034206004002,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,20190825
090034206004007,32,8,16,8,8,18,6,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,17,0,0,0,0,22,9,0,1,0,0,29,3,4,7,6,7,12,20,0,0,0,0,32,14,0,0,0,18,20190825
090034206004009,14,10,3,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,9,2,0,12,2,0,0,0,0,12,2,0,1,3,0,8,6,1,0,0,2,11,11,0,1,0,2,20190825
090034206004010,7,2,3,2,2,1,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,2,0,2,0,3,0,7,0,0,0,6,1,0,0,0,6,1,20190825
090034206004011,493,86,292,115,154,167,172,0,0,0,25,0,0,0,0,0,0,9,0,0,0,0,369,22,56,12,0,327,137,0,20,2,7,453,40,57,101,129,120,104,389,1,2,12,0,478,24,48,49,0,372,20190825
090034206004012,901,419,325,157,528,280,93,0,0,0,0,0,0,665,0,81,0,1,24,0,1,0,0,0,129,0,0,731,124,2,24,0,20,750,151,58,143,168,113,352,549,1,35,1,3,861,3,36,2,67,793,20190825
090034206004021,38,7,21,10,3,15,20,0,0,0,16,16,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,1,0,0,0,0,34,4,6,9,8,8,32,6,0,0,0,0,38,37,0,0,0,1,20190825
090034206004023,33,15,12,6,12,15,6,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,1,0,0,31,2,3,7,1,7,7,26,1,0,0,0,32,0,0,1,0,32,20190825
090034206004024,241,30,137,74,33,27,181,0,0,0,1,164,0,0,0,0,0,0,0,19,10,0,0,21,15,11,0,208,13,0,20,0,0,229,12,19,59,52,81,159,82,0,18,1,0,222,56,19,0,2,164,20190825
090034206005002,22,17,4,1,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,21,1,0,0,0,0,18,4,2,2,1,0,12,10,0,0,0,22,0,19,0,2,0,1,20190825
