id,name,stco,subreg,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,geotype,yr
3401917170,"Delaware township, Hunterdon County, New Jersey",34019,ONJ,44,25,182,3614,3796,17,86,3442,municipality,2020
3401918820,"East Amwell township, Hunterdon County, New Jersey",34019,ONJ,60,31,134,3143,3277,23,71,2958,municipality,2020
3401923700,"Flemington borough, Hunterdon County, New Jersey",34019,ONJ,249,96,1228,2363,3591,11,72,1935,municipality,2020
3401924870,"Franklin township, Hunterdon County, New Jersey",34019,ONJ,51,21,145,2526,2671,19,91,2344,municipality,2020
3401925350,"Frenchtown borough, Hunterdon County, New Jersey",34019,ONJ,17,13,69,1041,1110,13,31,967,municipality,2020
3401926550,"Glen Gardner borough, Hunterdon County, New Jersey",34019,ONJ,15,44,100,1264,1364,13,32,1160,municipality,2020
3401929460,"Hampton borough, Hunterdon County, New Jersey",34019,ONJ,31,22,99,1070,1169,7,34,976,municipality,2020
3401931320,"High Bridge borough, Hunterdon County, New Jersey",34019,ONJ,88,28,217,2568,2785,7,65,2380,municipality,2020
3401932460,"Holland township, Hunterdon County, New Jersey",34019,ONJ,40,24,154,4027,4181,9,102,3852,municipality,2020
3401937065,"Kingwood township, Hunterdon County, New Jersey",34019,ONJ,33,33,89,3009,3098,7,87,2849,municipality,2020
3401938610,"Lambertville city, Hunterdon County, New Jersey",34019,ONJ,55,64,356,3207,3563,14,76,2998,municipality,2020
3401939630,"Lebanon borough, Hunterdon County, New Jersey",34019,ONJ,56,49,91,1289,1380,1,35,1148,municipality,2020
3401939660,"Lebanon township, Hunterdon County, New Jersey",34019,ONJ,100,44,224,4787,5011,30,125,4488,municipality,2020
3401946260,"Milford borough, Hunterdon County, New Jersey",34019,ONJ,5,9,55,941,996,6,20,901,municipality,2020
3401961920,"Raritan township, Hunterdon County, New Jersey",34019,ONJ,1594,450,1269,17142,18411,79,427,14592,municipality,2020
3401962250,"Readington township, Hunterdon County, New Jersey",34019,ONJ,615,166,825,12225,13050,25,275,11144,municipality,2020
3401970980,"Stockton borough, Hunterdon County, New Jersey",34019,ONJ,8,0,9,421,430,1,12,400,municipality,2020
3401972510,"Tewksbury township, Hunterdon County, New Jersey",34019,ONJ,181,49,223,4542,4765,31,116,4165,municipality,2020
3401974420,"Union township, Hunterdon County, New Jersey",34019,ONJ,195,459,443,5110,5553,20,106,4330,municipality,2020
3401978230,"West Amwell township, Hunterdon County, New Jersey",34019,ONJ,57,52,120,2304,2424,6,47,2142,municipality,2020
3402119780,"East Windsor township, Mercer County, New Jersey",34021,ONJ,5501,2075,5442,18254,23696,141,464,10073,municipality,2020
3402122185,"Ewing township, Mercer County, New Jersey",34021,ONJ,1681,9278,3668,28042,31710,232,860,15991,municipality,2020
3402129310,"Hamilton township, Mercer County, New Jersey",34021,ONJ,3435,9068,12512,62046,74558,292,1658,47593,municipality,2020
3402131620,"Hightstown borough, Mercer County, New Jersey",34021,ONJ,272,327,1462,3090,4552,24,134,2333,municipality,2020
3402133150,"Hopewell borough, Mercer County, New Jersey",34021,ONJ,27,27,67,1444,1511,8,44,1338,municipality,2020
3402133180,"Hopewell township, Mercer County, New Jersey",34021,ONJ,1459,486,713,12928,13641,61,347,10575,municipality,2020
3402139510,"Lawrence township, Mercer County, New Jersey",34021,ONJ,4681,3065,2651,24380,27031,145,743,15746,municipality,2020
3402157600,"Pennington borough, Mercer County, New Jersey",34021,ONJ,68,37,43,2066,2109,4,46,1911,municipality,2020
3402160900,"Princeton borough, Mercer County, New Jersey",34021,ONJ,5540,1459,2277,22927,25204,151,960,14817,municipality,2020
3402163850,"Robbinsville township, Mercer County, New Jersey",34021,ONJ,2887,371,527,10922,11449,58,246,7360,municipality,2020
3402174000,"Trenton city, Mercer County, New Jersey",34021,ONJ,493,29219,27944,39145,67089,399,1284,7750,municipality,2020
3402180240,"West Windsor township, Mercer County, New Jersey",34021,ONJ,11032,874,1047,21075,22122,95,450,8624,municipality,2020
3402310750,"Carteret borough, Middlesex County, New Jersey",34023,INJ,4407,2906,6802,12773,19575,162,377,4921,municipality,2020
3402315550,"Cranbury township, Middlesex County, New Jersey",34023,INJ,593,77,119,2821,2940,11,47,2093,municipality,2020
3402318490,"Dunellen borough, Middlesex County, New Jersey",34023,INJ,322,510,1956,3846,5802,63,156,2795,municipality,2020
3402319000,"East Brunswick township, Middlesex County, New Jersey",34023,INJ,10436,1617,3274,35453,38727,254,815,22331,municipality,2020
3402320230,"Edison township, Middlesex County, New Jersey",34023,INJ,42389,5973,7768,75082,82850,518,1407,24795,municipality,2020
3402330840,"Helmetta borough, Middlesex County, New Jersey",34023,INJ,103,81,191,1832,2023,12,61,1575,municipality,2020
3402331470,"Highland Park borough, Middlesex County, New Jersey",34023,INJ,2144,1020,1626,10397,12023,132,335,6766,municipality,2020
3402334890,"Jamesburg borough, Middlesex County, New Jersey",34023,INJ,223,314,1265,3232,4497,36,126,2533,municipality,2020
3402345690,"Metuchen borough, Middlesex County, New Jersey",34023,INJ,2109,531,1009,10591,11600,67,342,7542,municipality,2020
3402345900,"Middlesex borough, Middlesex County, New Jersey",34023,INJ,913,667,2666,8832,11498,61,240,6951,municipality,2020
3402346620,"Milltown borough, Middlesex County, New Jersey",34023,INJ,202,133,557,4903,5460,25,122,4421,municipality,2020
3402347280,"Monroe township, Middlesex County, New Jersey",34023,INJ,9052,1408,2029,38139,40168,147,559,26973,municipality,2020
3402351210,"New Brunswick city, Middlesex County, New Jersey",34023,INJ,5521,5248,21332,21683,43015,651,587,9676,municipality,2020
3402352560,"North Brunswick township, Middlesex County, New Jersey",34023,INJ,8926,5971,7502,27193,34695,403,761,11132,municipality,2020
3402354705,"Old Bridge township, Middlesex County, New Jersey",34023,INJ,8182,3752,6811,47381,54192,353,1220,33874,municipality,2020
3402358200,"Perth Amboy city, Middlesex County, New Jersey",34023,INJ,534,2709,33672,7377,41049,239,360,3535,municipality,2020
3402359010,"Piscataway township, Middlesex County, New Jersey",34023,INJ,19869,9462,6154,44088,50242,837,1042,12878,municipality,2020
3402359280,"Plainsboro township, Middlesex County, New Jersey",34023,INJ,9898,1296,1113,17702,18815,99,364,6045,municipality,2020
3402365790,"Sayreville borough, Middlesex County, New Jersey",34023,INJ,5880,4298,5535,30310,35845,312,840,18980,municipality,2020
3402368550,"South Amboy city, Middlesex County, New Jersey",34023,INJ,400,388,1442,6123,7565,43,175,5117,municipality,2020
3402368790,"South Brunswick township, Middlesex County, New Jersey",34023,INJ,16470,2651,2463,33857,36320,149,688,13899,municipality,2020
3402369390,"South Plainfield borough, Middlesex County, New Jersey",34023,INJ,3597,1976,3225,16104,19329,277,476,9778,municipality,2020
3402369420,"South River borough, Middlesex County, New Jersey",34023,INJ,728,787,2887,9813,12700,321,597,7380,municipality,2020
3402369810,"Spotswood borough, Middlesex County, New Jersey",34023,INJ,420,204,645,6001,6646,19,183,5175,municipality,2020
3402382000,"Woodbridge township, Middlesex County, New Jersey",34023,INJ,20983,8045,16295,66138,82433,630,1709,34771,municipality,2020
3402500000,"County subdivisions not defined, Monmouth County, New Jersey",34025,ONJ,0,0,0,0,0,0,0,0,municipality,2020
3402500070,"Aberdeen township, Monmouth County, New Jersey",34025,ONJ,919,1505,1871,13720,15591,110,451,10735,municipality,2020
3402500730,"Allenhurst borough, Monmouth County, New Jersey",34025,ONJ,3,2,14,388,402,0,6,377,municipality,2020
3402500760,"Allentown borough, Monmouth County, New Jersey",34025,ONJ,23,51,69,1305,1374,3,42,1186,municipality,2020
3402501960,"Asbury Park city, Monmouth County, New Jersey",34025,ONJ,144,3853,2805,9449,12254,79,363,5010,municipality,2020
3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",34025,ONJ,73,41,256,3381,3637,5,95,3167,municipality,2020
3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",34025,ONJ,19,22,104,1586,1690,1,33,1511,municipality,2020
3402504930,"Belmar borough, Monmouth County, New Jersey",34025,ONJ,61,80,637,4468,5105,32,89,4206,municipality,2020
3402506970,"Bradley Beach borough, Monmouth County, New Jersey",34025,ONJ,45,72,609,3122,3731,14,85,2906,municipality,2020
3402507750,"Brielle borough, Monmouth County, New Jersey",34025,ONJ,30,63,151,3843,3994,20,83,3647,municipality,2020
3402514560,"Colts Neck township, Monmouth County, New Jersey",34025,ONJ,403,63,379,7272,7651,37,123,6646,municipality,2020
3402516660,"Deal borough, Monmouth County, New Jersey",34025,ONJ,5,6,88,635,723,12,17,595,municipality,2020
3402519840,"Eatontown borough, Monmouth County, New Jersey",34025,ONJ,1053,1310,1453,9706,11159,174,607,6562,municipality,2020
3402521570,"Englishtown borough, Monmouth County, New Jersey",34025,ONJ,154,57,237,1572,1809,5,37,1319,municipality,2020
3402522440,"Fair Haven borough, Monmouth County, New Jersey",34025,ONJ,76,65,136,4167,4303,13,93,3920,municipality,2020
3402522950,"Farmingdale borough, Monmouth County, New Jersey",34025,ONJ,38,52,106,1095,1201,1,50,954,municipality,2020
3402525200,"Freehold borough, Monmouth County, New Jersey",34025,ONJ,290,908,4487,4993,9480,65,188,3542,municipality,2020
3402525230,"Freehold township, Monmouth County, New Jersey",34025,ONJ,2091,1295,2502,25648,28150,140,619,21503,municipality,2020
3402530690,"Hazlet township, Monmouth County, New Jersey",34025,ONJ,590,257,1611,14634,16245,75,344,13368,municipality,2020
3402531500,"Highlands borough, Monmouth County, New Jersey",34025,ONJ,49,63,263,3813,4076,29,121,3551,municipality,2020
3402532640,"Holmdel township, Monmouth County, New Jersey",34025,ONJ,2818,138,628,12746,13374,56,288,9446,municipality,2020
3402533300,"Howell township, Monmouth County, New Jersey",34025,ONJ,2075,1544,4236,37644,41880,227,1046,32752,municipality,2020
3402534200,"Interlaken borough, Monmouth County, New Jersey",34025,ONJ,4,0,14,693,707,7,16,666,municipality,2020
3402536480,"Keansburg borough, Monmouth County, New Jersey",34025,ONJ,206,623,1263,6280,7543,34,262,5155,municipality,2020
3402536810,"Keyport borough, Monmouth County, New Jersey",34025,ONJ,205,315,1108,4819,5927,17,155,4127,municipality,2020
3402537560,"Lake Como borough, Monmouth County, New Jersey",34025,ONJ,28,58,234,1195,1429,8,31,1070,municipality,2020
3402540770,"Little Silver borough, Monmouth County, New Jersey",34025,ONJ,114,23,163,4425,4588,11,96,4181,municipality,2020
3402541010,"Loch Arbour village, Monmouth County, New Jersey",34025,ONJ,5,0,5,185,190,1,2,177,municipality,2020
3402541310,"Long Branch city, Monmouth County, New Jersey",34025,ONJ,526,2529,7096,17613,24709,1195,2139,11224,municipality,2020
3402542990,"Manalapan township, Monmouth County, New Jersey",34025,ONJ,2714,715,2137,29972,32109,133,598,25812,municipality,2020
3402543050,"Manasquan borough, Monmouth County, New Jersey",34025,ONJ,43,5,287,4578,4865,5,76,4449,municipality,2020
3402544070,"Marlboro township, Monmouth County, New Jersey",34025,ONJ,6772,577,1576,30428,32004,112,512,22455,municipality,2020
3402544520,"Matawan borough, Monmouth County, New Jersey",34025,ONJ,473,560,956,6641,7597,66,224,5318,municipality,2020
3402545990,"Middletown township, Monmouth County, New Jersey",34025,ONJ,1548,650,3424,49293,52717,221,1075,45799,municipality,2020
3402546560,"Millstone township, Monmouth County, New Jersey",34025,ONJ,503,330,565,7558,8123,44,208,6473,municipality,2020
3402547130,"Monmouth Beach borough, Monmouth County, New Jersey",34025,ONJ,36,6,95,2594,2689,25,43,2484,municipality,2020
3402549890,"Neptune township, Monmouth County, New Jersey",34025,ONJ,633,7548,2789,20384,23173,138,764,11301,municipality,2020
3402549920,"Neptune City borough, Monmouth County, New Jersey",34025,ONJ,72,482,455,3488,3943,17,150,2767,municipality,2020
3402554270,"Ocean township, Monmouth County, New Jersey",34025,ONJ,1350,1999,2158,20092,22250,234,634,15875,municipality,2020
3402554570,"Oceanport borough, Monmouth County, New Jersey",34025,ONJ,59,63,463,4464,4927,37,116,4189,municipality,2020
3402562430,"Red Bank borough, Monmouth County, New Jersey",34025,ONJ,215,785,3127,7083,10210,43,237,5803,municipality,2020
3402564410,"Roosevelt borough, Monmouth County, New Jersey",34025,ONJ,12,20,68,609,677,7,24,546,municipality,2020
3402565130,"Rumson borough, Monmouth County, New Jersey",34025,ONJ,69,16,184,5000,5184,24,111,4780,municipality,2020
3402566240,"Sea Bright borough, Monmouth County, New Jersey",34025,ONJ,34,13,61,1265,1326,3,34,1181,municipality,2020
3402566330,"Sea Girt borough, Monmouth County, New Jersey",34025,ONJ,1,5,45,1578,1623,7,15,1550,municipality,2020
3402567350,"Shrewsbury borough, Monmouth County, New Jersey",34025,ONJ,78,43,95,3112,3207,21,67,2903,municipality,2020
3402567365,"Shrewsbury township, Monmouth County, New Jersey",34025,ONJ,80,127,146,747,893,5,38,497,municipality,2020
3402570110,"Spring Lake borough, Monmouth County, New Jersey",34025,ONJ,30,11,61,2338,2399,9,30,2258,municipality,2020
3402570140,"Spring Lake Heights borough, Monmouth County, New Jersey",34025,ONJ,40,15,170,4000,4170,13,66,3866,municipality,2020
3402573020,"Tinton Falls borough, Monmouth County, New Jersey",34025,ONJ,859,1350,1213,14798,16011,87,384,12118,municipality,2020
3402574540,"Union Beach borough, Monmouth County, New Jersey",34025,ONJ,106,83,506,4059,4565,32,126,3712,municipality,2020
3402574900,"Upper Freehold township, Monmouth County, New Jersey",34025,ONJ,330,118,300,5286,5586,26,127,4685,municipality,2020
3402576460,"Wall township, Monmouth County, New Jersey",34025,ONJ,365,309,1056,20439,21495,75,431,19259,municipality,2020
3402579310,"West Long Branch borough, Monmouth County, New Jersey",34025,ONJ,125,250,598,6407,7005,106,307,5619,municipality,2020
3402706610,"Boonton town, Morris County, New Jersey",34027,INJ,728,314,983,6062,7045,36,221,4763,municipality,2020
3402706640,"Boonton township, Morris County, New Jersey",34027,INJ,222,41,194,3272,3466,5,79,2925,municipality,2020
3402709040,"Butler borough, Morris County, New Jersey",34027,INJ,220,87,979,5531,6510,10,126,5088,municipality,2020
3402712100,"Chatham borough, Morris County, New Jersey",34027,INJ,589,68,458,6055,6513,43,170,5185,municipality,2020
3402712130,"Chatham township, Morris County, New Jersey",34027,INJ,943,63,325,7653,7978,42,135,6470,municipality,2020
3402712580,"Chester borough, Morris County, New Jersey",34027,INJ,44,1,188,1114,1302,0,36,1033,municipality,2020
3402712610,"Chester township, Morris County, New Jersey",34027,INJ,290,67,350,5524,5874,16,161,4990,municipality,2020
3402717650,"Denville township, Morris County, New Jersey",34027,INJ,1055,238,847,12702,13549,52,352,11005,municipality,2020
3402718070,"Dover town, Morris County, New Jersey",34027,INJ,345,655,10976,3568,14544,43,133,2392,municipality,2020
3402719210,"East Hanover township, Morris County, New Jersey",34027,INJ,1187,119,601,8501,9102,24,106,7065,municipality,2020
3402723910,"Florham Park borough, Morris County, New Jersey",34027,INJ,846,586,727,9638,10365,47,238,7921,municipality,2020
3402729550,"Hanover township, Morris County, New Jersey",34027,INJ,1571,244,742,11153,11895,40,249,9049,municipality,2020
3402729700,"Harding township, Morris County, New Jersey",34027,INJ,142,28,126,2980,3106,10,84,2716,municipality,2020
3402734980,"Jefferson township, Morris County, New Jersey",34027,INJ,657,277,1395,15158,16553,114,381,13729,municipality,2020
3402737110,"Kinnelon borough, Morris County, New Jersey",34027,INJ,464,64,458,7264,7722,39,167,6530,municipality,2020
3402740290,"Lincoln Park borough, Morris County, New Jersey",34027,INJ,614,304,1040,7973,9013,61,181,6813,municipality,2020
3402741362,"Long Hill township, Morris County, New Jersey",34027,INJ,554,58,622,6124,6746,52,151,5309,municipality,2020
3402742510,"Madison borough, Morris County, New Jersey",34027,INJ,995,405,1510,11536,13046,61,309,9766,municipality,2020
3402745330,"Mendham borough, Morris County, New Jersey",34027,INJ,126,23,197,3661,3858,16,70,3426,municipality,2020
3402745360,"Mendham township, Morris County, New Jersey",34027,INJ,264,60,203,4266,4469,31,133,3778,municipality,2020
3402746860,"Mine Hill township, Morris County, New Jersey",34027,INJ,177,155,963,2330,3293,21,84,1893,municipality,2020
3402747670,"Montville township, Morris County, New Jersey",34027,INJ,3636,248,1060,16513,17573,76,327,12226,municipality,2020
3402748090,"Morris township, Morris County, New Jersey",34027,INJ,1155,856,1725,16632,18357,89,431,14101,municipality,2020
