id,name,stco,subreg,H_Occ,H_Tot,H_Vac,P_18p,P_Asian,P_Black,P_Hisp,P_NonHisp,P_Other,P_Tot,P_Two,P_White,geotype,yr
3401304695,"Belleville township, Essex County, New Jersey",34013,INJ,14282,14970,688,30732,4201,3092,19181,19041,585,38222,853,10310,municipality,2020
3401306260,"Bloomfield township, Essex County, New Jersey",34013,INJ,20810,21714,904,42750,4495,9941,16197,36908,801,53105,2003,19668,municipality,2020
3401309250,"Caldwell borough, Essex County, New Jersey",34013,INJ,3538,3669,131,7479,545,419,1313,7714,63,9027,216,6471,municipality,2020
3401311200,"Cedar Grove township, Essex County, New Jersey",34013,INJ,4754,5042,288,10510,1016,305,1465,11515,85,12980,355,9754,municipality,2020
3401313045,"City of Orange township, Essex County, New Jersey",34013,INJ,12788,13590,802,26070,262,21627,9983,24464,354,34447,1148,1073,municipality,2020
3401319390,"East Orange city, Essex County, New Jersey",34013,INJ,27410,30357,2947,53596,501,54689,9032,60580,740,69612,3262,1388,municipality,2020
3401321840,"Essex Fells borough, Essex County, New Jersey",34013,INJ,750,806,56,1677,104,24,137,2107,4,2244,86,1889,municipality,2020
3401322385,"Fairfield township, Essex County, New Jersey",34013,INJ,2747,2826,79,6179,355,38,733,7139,25,7872,159,6562,municipality,2020
3401326610,"Glen Ridge borough, Essex County, New Jersey",34013,INJ,2529,2592,63,5441,587,289,558,7244,48,7802,495,5825,municipality,2020
3401334450,"Irvington township, Essex County, New Jersey",34013,INJ,22638,24984,2346,46115,413,48208,8985,52191,520,61176,2067,983,municipality,2020
3401340890,"Livingston township, Essex County, New Jersey",34013,INJ,10337,10719,382,23323,9014,953,1583,29747,193,31330,775,18812,municipality,2020
3401343800,"Maplewood township, Essex County, New Jersey",34013,INJ,8866,9269,403,18776,951,7740,2182,23502,200,25684,1441,13170,municipality,2020
3401346380,"Millburn township, Essex County, New Jersey",34013,INJ,6908,7241,333,15287,7123,458,973,20737,163,21710,846,12147,municipality,2020
3401347500,"Montclair township, Essex County, New Jersey",34013,INJ,15555,16304,749,31380,2045,9008,4304,36617,491,40921,2480,22593,municipality,2020
3401351000,"Newark city, Essex County, New Jersey",34013,INJ,108789,118163,9374,235126,4871,147905,113374,198175,8014,311549,12469,24916,municipality,2020
3401352620,"North Caldwell borough, Essex County, New Jersey",34013,INJ,2258,2364,106,5043,518,85,405,6289,13,6694,197,5476,municipality,2020
3401353680,"Nutley township, Essex County, New Jersey",34013,INJ,11887,12340,453,24072,3518,928,5858,24285,229,30143,746,18864,municipality,2020
3401364590,"Roseland borough, Essex County, New Jersey",34013,INJ,2523,2607,84,5137,551,192,437,5862,30,6299,185,4904,municipality,2020
3401369274,"South Orange Village township, Essex County, New Jersey",34013,INJ,5940,6306,366,14560,1228,3803,1604,16880,295,18484,1044,10510,municipality,2020
3401375815,"Verona township, Essex County, New Jersey",34013,INJ,5862,6150,288,11319,696,323,1431,13141,65,14572,466,11591,municipality,2020
3401378510,"West Caldwell township, Essex County, New Jersey",34013,INJ,4004,4137,133,8597,440,138,971,10041,60,11012,339,9064,municipality,2020
3401379800,"West Orange township, Essex County, New Jersey",34013,INJ,17738,18746,1008,38339,3523,13916,9647,39196,507,48843,2095,19155,municipality,2020
3401703580,"Bayonne city, Hudson County, New Jersey",34017,INJ,27867,29727,1860,55847,7011,7116,22101,49585,735,71686,2026,32697,municipality,2020
3401719360,"East Newark borough, Hudson County, New Jersey",34017,INJ,889,920,31,2057,257,54,1619,975,84,2594,69,511,municipality,2020
3401728650,"Guttenberg town, Hudson County, New Jersey",34017,INJ,4920,5142,222,9593,1064,343,7868,4149,132,12017,184,2426,municipality,2020
3401730210,"Harrison town, Hudson County, New Jersey",34017,INJ,8111,8594,483,16104,4946,722,7759,11691,547,19450,786,4690,municipality,2020
3401732250,"Hoboken city, Hudson County, New Jersey",34017,INJ,28175,30202,2027,51022,6518,2106,8542,51877,516,60419,2080,40657,municipality,2020
3401736000,"Jersey City city, Hudson County, New Jersey",34017,INJ,119517,130992,11475,235745,81425,54199,72777,219672,4943,292449,9481,69624,municipality,2020
3401736510,"Kearny town, Hudson County, New Jersey",34017,INJ,14639,15392,753,33499,2034,1246,20465,21534,1345,41999,2020,14889,municipality,2020
3401752470,"North Bergen township, Hudson County, New Jersey",34017,INJ,23426,25079,1653,51265,4269,1403,44900,18461,696,63361,858,11235,municipality,2020
3401766570,"Secaucus town, Hudson County, New Jersey",34017,INJ,8840,9316,476,18118,7167,922,4700,17481,148,22181,484,8760,municipality,2020
3401774630,"Union City city, Hudson County, New Jersey",34017,INJ,24511,26455,1944,53100,2394,1355,56509,12080,706,68589,770,6855,municipality,2020
3401777930,"Weehawken township, Hudson County, New Jersey",34017,INJ,7969,9089,1120,14362,2594,685,5665,11532,154,17197,562,7537,municipality,2020
3401779610,"West New York town, Hudson County, New Jersey",34017,INJ,20544,21798,1254,42039,3745,1234,40114,12798,506,52912,664,6649,municipality,2020
3401900550,"Alexandria township, Hunterdon County, New Jersey",34019,ONJ,1751,1857,106,3865,105,65,287,4522,32,4809,152,4168,municipality,2020
3401905650,"Bethlehem township, Hunterdon County, New Jersey",34019,ONJ,1347,1406,59,2973,92,40,209,3536,14,3745,123,3267,municipality,2020
3401906370,"Bloomsbury borough, Hunterdon County, New Jersey",34019,ONJ,340,371,31,658,13,25,54,738,5,792,24,671,municipality,2020
3401909280,"Califon borough, Hunterdon County, New Jersey",34019,ONJ,404,429,25,797,15,1,41,964,6,1005,41,901,municipality,2020
3401913720,"Clinton town, Hunterdon County, New Jersey",34019,ONJ,1114,1157,43,2162,235,50,281,2492,14,2773,78,2115,municipality,2020
3401913750,"Clinton township, Hunterdon County, New Jersey",34019,ONJ,4658,4888,230,10940,768,757,1071,12434,75,13505,443,10391,municipality,2020
3401917170,"Delaware township, Hunterdon County, New Jersey",34019,ONJ,1795,1952,157,3796,64,39,264,4296,23,4560,164,4006,municipality,2020
3401918820,"East Amwell township, Hunterdon County, New Jersey",34019,ONJ,1548,1628,80,3277,64,35,217,3700,31,3917,103,3467,municipality,2020
3401923700,"Flemington borough, Hunterdon County, New Jersey",34019,ONJ,1853,1974,121,3591,317,133,1928,2948,39,4876,109,2350,municipality,2020
3401924870,"Franklin township, Hunterdon County, New Jersey",34019,ONJ,1172,1257,85,2671,58,28,214,3053,21,3267,118,2828,municipality,2020
3401925350,"Frenchtown borough, Hunterdon County, New Jersey",34019,ONJ,629,677,48,1110,23,16,104,1266,14,1370,57,1156,municipality,2020
3401926550,"Glen Gardner borough, Hunterdon County, New Jersey",34019,ONJ,785,835,50,1364,18,62,141,1541,17,1682,46,1398,municipality,2020
3401929460,"Hampton borough, Hunterdon County, New Jersey",34019,ONJ,612,650,38,1169,34,31,126,1312,8,1438,53,1186,municipality,2020
3401931320,"High Bridge borough, Hunterdon County, New Jersey",34019,ONJ,1424,1517,93,2785,113,51,340,3206,8,3546,106,2928,municipality,2020
3401932460,"Holland township, Hunterdon County, New Jersey",34019,ONJ,2001,2099,98,4181,44,31,220,4957,11,5177,177,4694,municipality,2020
3401937065,"Kingwood township, Hunterdon County, New Jersey",34019,ONJ,1476,1606,130,3098,40,42,143,3659,13,3802,128,3436,municipality,2020
3401938610,"Lambertville city, Hunterdon County, New Jersey",34019,ONJ,2093,2265,172,3563,62,75,525,3614,25,4139,115,3337,municipality,2020
3401939630,"Lebanon borough, Hunterdon County, New Jersey",34019,ONJ,795,828,33,1380,70,70,144,1521,3,1665,50,1328,municipality,2020
3401939660,"Lebanon township, Hunterdon County, New Jersey",34019,ONJ,2368,2505,137,5011,123,64,356,5839,30,6195,200,5422,municipality,2020
3401946260,"Milford borough, Hunterdon County, New Jersey",34019,ONJ,524,556,32,996,12,17,83,1149,6,1232,32,1082,municipality,2020
3401961920,"Raritan township, Hunterdon County, New Jersey",34019,ONJ,8613,8911,298,18411,2104,588,1899,21548,117,23447,750,17989,municipality,2020
3401962250,"Readington township, Hunterdon County, New Jersey",34019,ONJ,6271,6552,281,13050,744,213,1217,14911,56,16128,455,13443,municipality,2020
3401970980,"Stockton borough, Hunterdon County, New Jersey",34019,ONJ,233,255,22,430,8,0,10,485,1,495,13,463,municipality,2020
3401972510,"Tewksbury township, Hunterdon County, New Jersey",34019,ONJ,2185,2386,201,4765,232,54,332,5538,35,5870,198,5019,municipality,2020
3401974420,"Union township, Hunterdon County, New Jersey",34019,ONJ,1840,1917,77,5553,258,481,543,5964,25,6507,174,5026,municipality,2020
3401978230,"West Amwell township, Hunterdon County, New Jersey",34019,ONJ,1147,1209,62,2424,61,62,180,2825,6,3005,100,2596,municipality,2020
3402119780,"East Windsor township, Mercer County, New Jersey",34021,ONJ,11158,11690,532,23696,6780,2653,7750,22295,229,30045,723,11910,municipality,2020
3402122185,"Ewing township, Mercer County, New Jersey",34021,ONJ,13889,15637,1748,31710,1938,11364,4868,32396,290,37264,1217,17587,municipality,2020
3402129310,"Hamilton township, Mercer County, New Jersey",34021,ONJ,36125,37716,1591,74558,4121,11724,18279,74018,429,92297,2545,55199,municipality,2020
3402131620,"Hightstown borough, Mercer County, New Jersey",34021,ONJ,2097,2216,119,4552,333,402,2166,3734,47,5900,213,2739,municipality,2020
3402133150,"Hopewell borough, Mercer County, New Jersey",34021,ONJ,787,828,41,1511,27,32,84,1834,8,1918,82,1685,municipality,2020
3402133180,"Hopewell township, Mercer County, New Jersey",34021,ONJ,6367,6748,381,13641,2035,586,1039,16452,105,17491,618,13108,municipality,2020
3402139510,"Lawrence township, Mercer County, New Jersey",34021,ONJ,12550,13268,718,27031,5883,3755,3687,29390,192,33077,1190,18370,municipality,2020
3402157600,"Pennington borough, Mercer County, New Jersey",34021,ONJ,1028,1088,60,2109,83,45,88,2714,10,2802,110,2466,municipality,2020
3402160900,"Princeton borough, Mercer County, New Jersey",34021,ONJ,9373,10380,1007,25204,6732,1742,3014,27667,221,30681,1526,17446,municipality,2020
3402163850,"Robbinsville township, Mercer County, New Jersey",34021,ONJ,5479,5687,208,11449,4307,469,790,14686,94,15476,480,9336,municipality,2020
3402174000,"Trenton city, Mercer County, New Jersey",34021,ONJ,30139,34322,4183,67089,592,38386,40905,49966,608,90871,1870,8510,municipality,2020
3402180240,"West Windsor township, Mercer County, New Jersey",34021,ONJ,10369,10862,493,22122,15499,1206,1507,28011,179,29518,903,10224,municipality,2020
3402310750,"Carteret borough, Middlesex County, New Jersey",34023,INJ,8387,8809,422,19575,5756,3820,9340,15986,268,25326,556,5586,municipality,2020
3402315550,"Cranbury township, Middlesex County, New Jersey",34023,INJ,1323,1388,65,2940,803,108,183,3659,20,3842,116,2612,municipality,2020
3402318490,"Dunellen borough, Middlesex County, New Jersey",34023,INJ,2620,2727,107,5802,430,669,2820,4817,98,7637,230,3390,municipality,2020
3402319000,"East Brunswick township, Middlesex County, New Jersey",34023,INJ,17302,18088,786,38727,13894,2113,4758,44957,356,49715,1409,27185,municipality,2020
3402320230,"Edison township, Middlesex County, New Jersey",34023,INJ,36852,38493,1641,82850,57687,7764,10771,96817,875,107588,2187,28304,municipality,2020
3402330840,"Helmetta borough, Middlesex County, New Jersey",34023,INJ,1052,1091,39,2023,119,99,282,2173,17,2455,92,1846,municipality,2020
3402331470,"Highland Park borough, Middlesex County, New Jersey",34023,INJ,6320,6669,349,12023,2643,1258,2251,12821,189,15072,519,8212,municipality,2020
3402334890,"Jamesburg borough, Middlesex County, New Jersey",34023,INJ,2115,2228,113,4497,267,401,1843,3940,44,5783,185,3043,municipality,2020
3402345690,"Metuchen borough, Middlesex County, New Jersey",34023,INJ,5822,6053,231,11600,2825,645,1510,13539,101,15049,709,9259,municipality,2020
3402345900,"Middlesex borough, Middlesex County, New Jersey",34023,INJ,5302,5472,170,11498,1159,902,3751,10885,79,14636,414,8331,municipality,2020
3402346620,"Milltown borough, Middlesex County, New Jersey",34023,INJ,2613,2707,94,5460,246,178,810,6227,34,7037,214,5555,municipality,2020
3402347280,"Monroe township, Middlesex County, New Jersey",34023,INJ,20289,21504,1215,40168,12892,1655,2746,45848,260,48594,856,30185,municipality,2020
3402351210,"New Brunswick city, Middlesex County, New Jersey",34023,INJ,15387,17509,2122,43015,5722,6278,31376,23890,814,55266,754,10322,municipality,2020
3402352560,"North Brunswick township, Middlesex County, New Jersey",34023,INJ,15025,15585,560,34695,11212,7737,10676,33229,523,43905,1143,12614,municipality,2020
3402354705,"Old Bridge township, Middlesex County, New Jersey",34023,INJ,25059,26067,1008,54192,10119,4671,9276,57600,511,66876,1905,40394,municipality,2020
3402358200,"Perth Amboy city, Middlesex County, New Jersey",34023,INJ,17136,17855,719,41049,610,3483,46149,9287,501,55436,540,4153,municipality,2020
3402359010,"Piscataway township, Middlesex County, New Jersey",34023,INJ,18071,18904,833,50242,23973,11771,8276,52528,985,60804,1548,14251,municipality,2020
3402359280,"Plainsboro township, Middlesex County, New Jersey",34023,INJ,9720,10281,561,18815,13578,1579,1449,22635,176,24084,606,6696,municipality,2020
3402365790,"Sayreville borough, Middlesex County, New Jersey",34023,INJ,16910,17695,785,35845,7611,5743,7868,37477,467,45345,1290,22366,municipality,2020
3402368550,"South Amboy city, Middlesex County, New Jersey",34023,INJ,3740,3906,166,7565,470,529,2093,7318,59,9411,312,5948,municipality,2020
3402368790,"South Brunswick township, Middlesex County, New Jersey",34023,INJ,16014,16647,633,36320,22604,3405,3510,43533,286,47043,1140,16098,municipality,2020
3402369390,"South Plainfield borough, Middlesex County, New Jersey",34023,INJ,8217,8432,215,19329,4579,2496,4555,19783,345,24338,775,11588,municipality,2020
3402369420,"South River borough, Middlesex County, New Jersey",34023,INJ,5694,5977,283,12700,826,1000,4198,11920,445,16118,845,8804,municipality,2020
3402369810,"Spotswood borough, Middlesex County, New Jersey",34023,INJ,3196,3297,101,6646,523,272,917,7246,29,8163,278,6144,municipality,2020
3402382000,"Woodbridge township, Middlesex County, New Jersey",34023,INJ,36381,38137,1756,82433,27425,10143,22279,81360,946,103639,2574,40272,municipality,2020
3402500000,"County subdivisions not defined, Monmouth County, New Jersey",34025,ONJ,0,0,0,0,0,0,0,0,0,0,0,0,municipality,2020
3402500070,"Aberdeen township, Monmouth County, New Jersey",34025,ONJ,7697,7967,270,15591,1116,1883,2642,16687,136,19329,732,12820,municipality,2020
3402500730,"Allenhurst borough, Monmouth County, New Jersey",34025,ONJ,199,369,170,402,3,4,19,453,0,472,11,435,municipality,2020
3402500760,"Allentown borough, Monmouth County, New Jersey",34025,ONJ,694,724,30,1374,28,64,92,1642,13,1734,60,1477,municipality,2020
3402501960,"Asbury Park city, Monmouth County, New Jersey",34025,ONJ,7087,8274,1187,12254,162,5059,4079,11109,97,15188,507,5284,municipality,2020
3402502110,"Atlantic Highlands borough, Monmouth County, New Jersey",34025,ONJ,1949,2092,143,3637,78,54,363,4051,5,4414,166,3748,municipality,2020
3402502440,"Avon-by-the-Sea borough, Monmouth County, New Jersey",34025,ONJ,902,1334,432,1690,20,22,141,1792,3,1933,45,1702,municipality,2020
3402504930,"Belmar borough, Monmouth County, New Jersey",34025,ONJ,2867,4066,1199,5105,71,100,963,4944,39,5907,129,4605,municipality,2020
3402506970,"Bradley Beach borough, Monmouth County, New Jersey",34025,ONJ,2157,3221,1064,3731,57,82,880,3402,22,4282,122,3119,municipality,2020
3402507750,"Brielle borough, Monmouth County, New Jersey",34025,ONJ,1949,2176,227,3994,34,69,226,4756,25,4982,128,4500,municipality,2020
3402514560,"Colts Neck township, Monmouth County, New Jersey",34025,ONJ,3307,3451,144,7651,495,105,614,9343,43,9957,231,8469,municipality,2020
3402516660,"Deal borough, Monmouth County, New Jersey",34025,ONJ,347,925,578,723,6,6,120,780,14,900,23,731,municipality,2020
3402519840,"Eatontown borough, Monmouth County, New Jersey",34025,ONJ,5842,6182,340,11159,1316,1644,2005,11592,236,13597,824,7572,municipality,2020
3402521570,"Englishtown borough, Monmouth County, New Jersey",34025,ONJ,789,820,31,1809,207,66,368,1978,10,2346,65,1630,municipality,2020
3402522440,"Fair Haven borough, Monmouth County, New Jersey",34025,ONJ,1994,2074,80,4303,92,66,241,6028,17,6269,189,5664,municipality,2020
3402522950,"Farmingdale borough, Monmouth County, New Jersey",34025,ONJ,616,630,14,1201,40,80,167,1337,2,1504,67,1148,municipality,2020
3402525200,"Freehold borough, Monmouth County, New Jersey",34025,ONJ,4143,4394,251,9480,330,1110,6649,5889,97,12538,292,4060,municipality,2020
